CASE_STATUS,OCCUPATION_TYPE,EMP_NAICS,EMP_NUM_PAYROLL,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Certified,Non-professional,523930,1,2022,Office Assistant,"$45,594.00","$45,594.00",Year,Business Premises,Glenview,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,621210,8,2006,Dental Assistant,"$40,810.00",,Year,Business Premises,Fresno,CA,"Fresno, CA",N,Y,N,N
Certified,Non-professional,722511,14,2014,Meat Specialist,"$32,427.00","$32,427.00",Year,Business Premises,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Non-professional,722511,30,2019,WAITER/WAITRESS,"$18,720.00","$18,720.00",Year,Business Premises,EAST POINT,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,511210,1595,1975,Cloud Solution Architect,"$101,905.00","$131,905.00",Year,Business Premises,Charlotte ,NC,"Charlotte-Concord-Gastonia, NC-SC",N,Y,N,N
Certified,Non-professional,722511,14,2014,Meat Specialist,"$32,427.00","$32,427.00",Year,Business Premises,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Non-professional,621610,10,2016,Home health aides,"$27,206.00","$27,206.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,62121,8,2006,Receptionist,"$29,640.00","$35,000.00",Year,Business Premises,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,722511,14,2014,Brazilian Grill Chef,"$65,146.00","$65,146.00",Year,Business Premises,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Non-professional,111140,2,2002,Ag Machinery Technician,"$56,326.40",,Year,Business Premises,Cut Bank,MT,East-Central Montana nonmetropolitan area,N,Y,N,N
Certified,Non-professional,523130,1,2013,Administrative Assistant,"$34,000.00",,Year,Business Premises,Doral,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Non-professional,447110,2,2015,BOOKKEEPER,$22.67,,Hour,Business Premises,MORTON GROVE,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,722511,14,2014,Brazilian Grill Chef,"$65,146.00","$65,146.00",Year,Business Premises,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Non-professional,811310,10,2011,Mechanic,"$38,813.00",,Year,Business Premises,Crystal Lake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,484230,15,2009,Long Haul Truck Mechanics,"$64,771.00","$64,771.00",Year,Business Premises,Laurel,MD,"Baltimore-Columbia-Towson, MD",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,52399,7931,1946,Principal Software Engineer/Developer,"$118,350.00","$142,000.00",Year,Business Premises,Durham,NC,"Durham-Chapel Hill, NC",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,511210,1156,1977,Software Developer,"$152,517.00","$204,847.00",Year,Business Premises,Orlando,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,51121,356,2012,Software Engineer (Data),"$165,000.00","$230,000.00",Year,Business Premises,Palo Alto,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,College/University Teacher,61131,16800,1701,Assistant Professor of  Anesthesiology ,"$387,200.00",,Year,Business Premises,New Haven,CT,"New Haven, CT",Y,Y,N,N
Certified,College/University Teacher,611310,785,1921,Assistant Professor of English ,"$72,500.00",,Year,Business Premises,Gettysburg,PA,"Gettysburg, PA",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,Longwood,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Professional occupation,621511,170,1956,Medical Technologist,"$38,397.00",,Year,Business Premises,Eureka,KS,Kansas nonmetropolitan area,N,Y,N,N
Certified,Non-professional,488190,5,2011,Hydraulics Aviation Technician,"$52,624.00","$52,624.00",Year,Business Premises,Miami Lakes,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,511210,3515,1977,Software Developer,"$92,040.00","$178,000.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,561910,11,2016,Business Program Manager,"$131,664.00",,Year,Business Premises,Saratoga,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,College/University Teacher,611310,550,1934,Assistant Professor of Psychology (tenure-track),"$56,150.00","$61,500.00",Year,Business Premises,PORTALES,NM,Eastern New Mexico nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,611310,890,1860,Enrollment Management Data Analyst,"$82,000.00","$82,000.00",Year,Business Premises,Wheaton,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,624410,10,2021,Childcare Worker,"$25,626.00",,Year,Business Premises,Kettering,OH,"Dayton, OH",N,Y,N,N
Certified,Professional occupation,541613,72,2014,Optimization Analyst,"$80,000.00","$80,000.00",Year,Business Premises,Encino,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,236220,19,1995,Staff Accountant,"$55,786.00",,Year,Business Premises,Waldorf,MD,"Baltimore-Columbia-Towson, MD",N,Y,N,N
Certified,Non-professional,485410,500,1920,General Laborer,"$31,200.00",,Year,Business Premises,Madison,WI,"Madison, WI",N,Y,N,N
Certified,Professional occupation,531210,0,2013,Senior Elixir & Elm Developer,"$157,477.00","$157,477.00",Year,Business Premises,BROOKLYN,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,424120,11,2009,Database Administrator,"$56,638.00","$56,638.00",Year,Business Premises,ELK GROVE VILLAGE,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,541511,295,2016,Release and Test Manager,"$130,146.00",,Year,Business Premises,Bellevue,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,44611,2,2016,PHARMACIST ,"$130,000.00","$130,000.00",Year,Business Premises,NEW YORK,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,7211,50,2007,Housekeepers,"$24,960.00","$24,960.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,32,2018,Software Developer,"$108,514.00","$108,514.00",Year,Business Premises,Folsom,CA,"Sacramento--Roseville--Arden-Arcade, CA",N,Y,N,N
Certified,Professional occupation,236116,80,2005,Project/Field Engineer,"$85,000.00","$85,000.00",Year,Business Premises,Doral,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,Y,N,N
Certified,Professional occupation,33635,409,2003,"Manager, Quality Control","$115,731.00",,Year,Business Premises,Berne,IN,Northern Indiana nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,511210,3515,1977,Software Developer,"$132,683.00","$252,500.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,32721,1548,2014,Sales Management Specialist,"$64,375.22",,Year,Business Premises,Moraine,OH,"Dayton, OH",N,Y,N,N
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,Longwood,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,College/University Teacher,611310,550,1934,Assistant Professor of Computer Science (tenure-track),"$55,320.00","$67,000.00",Year,Business Premises,PORTALES,NM,Eastern New Mexico nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,525990,19,2021,VP of Engineering,"$248,768.00","$252,117.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,5417,10,2008,BUSINESS ADMINISTRATOR,"$95,000.00","$95,000.00",Year,Business Premises,CHATSWORTH,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,238110,162,1981,Concrete Finisher,"$36,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541330,8,2008,Structural Engineer,"$65,000.00","$65,000.00",Year,Business Premises,Hernando,MS,"Memphis, TN-MS-AR",N,Y,N,N
Certified,Non-professional,722511,30,2011,Cook,"$23,941.00",,Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,624190,6,2010,Refugee Rehabilitation Counselor,"$36,358.00",,Year,Business Premises,Lilburn,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,3331,11208,1837,Staff Software Engineer,"$120,000.00","$130,000.00",Year,Business Premises,Moline,IL,"Davenport-Moline-Rock Island, IA-IL",N,Y,N,N
Certified,College/University Teacher,61131,1450,1871,Assistant Professor of Geography and Planning,"$77,342.89",,Year,Business Premises,West Chester,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Professional occupation,492110,25603,1973,Chief Business Architect ,"$121,974.00",,Year,Business Premises,Memphis ,TN,"Memphis, TN-MS-AR",N,Y,N,N
Certified,Professional occupation,237210,6,1996,Comminications specialist,"$75,000.00",,Year,Business Premises,Jericho,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,517312,4831,1994,"Engineer, Software (337967.000237)","$104,007.22",,Year,Business Premises,Overland Park,KS,"Kansas City, MO-KS",N,Y,N,N
Certified,Professional occupation,541211,28,2004,Accounting Manager,"$106,974.00","$107,000.00",Year,Business Premises,West Covina,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,Y
Certified,Professional occupation,49311,141,2000,Sr. Computer Systems Analyst -HR ,"$129,950.64","$129,950.64",Year,Business Premises,North Brunswick,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,N,N
Certified,Professional occupation,81131,220,2022,"Manager, Environmental Strategy Planning","$184,000.00","$194,000.00",Year,Business Premises,Lake Forest,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,541511,47,2011,Software Engineer ,"$80,100.00","$80,100.00",Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Non-professional,722511,30,2011,Cook,"$23,941.00",,Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,811111,20,2017,CONTROLLER,"$67,725.00","$67,725.00",Year,Business Premises,FORT MYERS,FL,"Cape Coral-Fort Myers, FL",N,Y,N,N
Certified,Professional occupation,621210,12,2016,Dentist,"$200,000.00",,Year,Business Premises,Saint Albans,VT,"Burlington-South Burlington, VT",N,Y,N,N
Certified,Professional occupation,517312,4831,1994,"Engineer, Software (337967.000252)","$103,499.86",,Year,Business Premises,Overland Park,KS,"Kansas City, MO-KS",N,Y,N,N
Certified,Non-professional,1114,280,2007,IRRIGATION TECHNICIAN ,"$34,403.00","$34,403.00",Year,Business Premises,Perry,OH,"Cleveland-Elyria, OH",N,Y,N,N
Certified,Professional occupation,541714,304,2016,Software Engineer,"$167,000.00",,Year,Business Premises,South San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Non-professional,722511,6,2014,Traditional Korean and Burmese Chef,"$74,048.00",,Year,Business Premises,MIAMI,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Non-professional,484230,15,2009,Long Haul Truck Mechanics,"$64,771.00","$64,771.00",Year,Business Premises,Laurel,MD,"Baltimore-Columbia-Towson, MD",N,Y,N,N
Certified,Professional occupation,488510,24,2012,Accoutant ,"$72,134.00",,Year,Business Premises,City of Industry,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,238350,15,2018,Interior Designer,"$24,419.00",,Year,Business Premises,Hampton,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",N,Y,N,N
Certified,Professional occupation,517312,6848,1994,"Engineer, Software (024606.000050)","$148,013.00","$158,800.00",Year,Business Premises,Bothell,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,Longwood,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Non-professional,48599,5,2020,TRUCK DRIVER,"$60,000.00",,Year,Business Premises,ARLINGTON,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Non-professional,561730,125,1976,IRRIGATION SYSTEMS TECHNICIAN ,"$34,216.00","$34,403.00",Year,Business Premises,PENINSULA,OH,"Akron, OH",Y,Y,N,N
Certified,Professional occupation,524128,1730,1994,Product Manager 2,"$90,000.00",,Year,Business Premises,Nashville,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",N,Y,N,N
Certified,Professional occupation,541613,75,2010,"VP, Software Engineering","$146,016.00",,Year,Business Premises,Royal Oak,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Professional occupation,541511,200,1991,Principal Technical Consultant,"$126,402.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,511210,3515,1977,Software Developer,"$92,040.00","$178,000.00",Year,Business Premises,Austin ,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,511210,8098,1977,Software Developer,"$132,870.00","$178,000.00",Year,Business Premises,Redwood Shores,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,LONGWOOD,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Non-professional,561320,76,2021,Landscape laborer,"$26,541.00",,Year,Business Premises,LEHI,UT,"Provo-Orem, UT",N,Y,N,N
Certified,Professional occupation,515210,4561,1993,Principal Engineer I ,"$110,800.00","$196,400.00",Year,Business Premises,Englewood,CO,"Denver-Aurora-Lakewood, CO",N,Y,N,N
Certified,Professional occupation,92311,1211,2015,Sr. DevOps Engineer II,"$175,101.16",,Year,Business Premises,Denver ,CO,"Denver-Aurora-Lakewood, CO",Y,Y,N,N
Certified,Professional occupation,54161,1901,1993,Technology Consultant ,"$127,338.00","$151,580.00",Year,Business Premises,Seattle,WA,"Seattle-Tacoma-Bellevue, WA",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,42393,25,2011,Purchasing Manager,"$112,500.00",,Year,Business Premises,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,484230,15,2009,Administrative Assistant,"$43,389.00","$43,389.00",Year,Business Premises,Laurel,MD,"Baltimore-Columbia-Towson, MD",N,Y,N,N
Certified,Non-professional,722511,30,2011,Cook,"$23,941.00",,Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,621511,350,1976,Medical Technologist,"$39,853.00",,Year,Business Premises,Lewistown,MT,East-Central Montana nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,541511,286,2017,Senior/Expert Business Consultant,"$109,533.00",,Year,Business Premises,Lake Mary,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Professional occupation,62121,10,2016,Dentist,"$120,000.00",,Year,Business Premises,Tucson,AZ,"Tucson, AZ",N,Y,N,N
Certified,Non-professional,722511,55,1997,Prep Cooks,"$22,568.00",,Year,Business Premises,Marietta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,51113,39,2018,Corporate counsel,"$96,262.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,287,1996,Software Developer ,"$110,000.00",,Year,Business Premises,Bridgewater,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,N,N
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,LONGWOOD,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Professional occupation,541511,38,2016,Software Engineer,"$129,000.00",,Year,Business Premises,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,517312,1861,1994,"Sr. Engineer, Systems Reliability (024606.000051)","$136,822.00",,Year,Business Premises,Atlanta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Non-professional,722511,30,2011,Cook,"$23,941.00",,Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,541330,44,1964,Assistant Geotechnical Project Managers,"$92,290.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,561730,125,1976,IRRIGATION SYSTEMS TECHNICIAN ,"$34,216.00","$34,403.00",Year,Business Premises,PENINSULA,OH,"Akron, OH",Y,Y,N,N
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,Longwood,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,LONGWOOD,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Non-professional,485410,500,1920,General Laborer,"$31,200.00",,Year,Business Premises,Madison,WI,"Madison, WI",N,Y,N,N
Certified,Non-professional,533110,57,2014,Accounting Clerk,"$44,824.00",,Year,Business Premises,Fort Lee,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,334413,84,1996,Software QA Engineers     ,"$126,402.00","$175,500.00",Year,Business Premises,Boston,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Non-professional,533110,57,2014,Accounting Clerk,"$44,824.00",,Year,Business Premises,Fort Lee,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,52399,6462,1946,"Senior Manager, Data Science","$145,000.00","$148,700.00",Year,Business Premises,Boston,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Professional occupation,3363,26,2006,Accounting Specialist,"$44,000.00","$54,000.00",Year,Business Premises,Auburn,AL,"Auburn-Opelika, AL",N,Y,N,N
Certified,Professional occupation,511210,21,2008,Senior Software Engineer,"$80,000.00",,Year,Business Premises,Boca Raton,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,33441,510,1996,Senior Business Analysts ,"$160,000.00","$162,500.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Non-professional,481219,0,2012,AIRCRAFT MAINTENANCE TECHNICIAN,"$52,624.00","$52,624.00",Year,Business Premises,OPA LOCKA,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,722320,10,1995,Logistic Analysts,"$45,000.00","$45,000.00",Year,Business Premises,HIALEAH,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,423460,2,2020,Marketing Manager,"$130,000.00",,Year,Business Premises,Little Neck,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,511210,7,2013,Software Engineer 2,"$132,000.00","$178,000.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,32721,1548,2014,Pretreatment Engineer,"$74,776.00",,Year,Business Premises,Moraine,OH,"Dayton, OH",N,Y,N,N
Certified,Non-professional,7211,50,2007,Desk Clerks,"$26,229.00","$26,229.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,College/University Teacher,6113,528,1853,Associate Professor of Communications Studies,"$58,650.00","$78,890.00",Year,Business Premises,Pella,IA,Southeast Iowa nonmetropolitan area,N,Y,N,N
Certified,Non-professional,921110,1900,1905,Call Center Representative,"$54,558.00","$54,558.00",Year,Business Premises,Revere,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,Y
Certified,Professional occupation,541511,288,1996,Consultant,"$157,500.00",,Year,Business Premises,Bridgewater,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Y,Y,N,N
Certified,Professional occupation,541330,53,1981,Senior Geotechnical Engineer,"$109,242.00",,Year,Business Premises,Tucson,AZ,"Tucson, AZ",N,Y,N,Y
Certified,Professional occupation,5241,1718,1996,Senior Software Developer,"$107,000.00",,Year,Business Premises,Traverse City,MI,Northwest Lower Peninsula of Michigan nonmetropolitan area,N,Y,N,N
Certified,Non-professional,485410,500,1920,General Laborer,"$31,200.00",,Year,Business Premises,Madison,WI,"Madison, WI",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,5239,5,2014,Global Markets Leader,"$144,726.00",,Year,Business Premises,Miami,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,Y
Certified,Non-professional,561720,235,1985,Janitor,"$24,960.00",,Year,Business Premises,LONGWOOD ,FL,"Orlando-Kissimmee-Sanford, FL",N,Y,N,N
Certified,Professional occupation,811111,30,2017,MARKETING AND PROMOTIONS MANAGER,"$42,723.00","$42,723.00",Year,Business Premises,FORT MYERS,FL,"Cape Coral-Fort Myers, FL",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,722513,30,2004,Food Service Manager,"$35,422.00","$35,422.00",Year,Business Premises,Grove City,PA,"Youngstown-Warren-Boardman, OH-PA",N,Y,N,N
Certified,Professional occupation,541320,20,2010,Landscape Architect,"$65,000.00",,Year,Business Premises,Annapolis,MD,"Baltimore-Columbia-Towson, MD",N,Y,N,N
Certified,Non-professional,56173,73,1998,Landscape Laborer,"$32,364.80",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,485410,500,1920,General Laborer,"$31,200.00",,Year,Business Premises,Madison,WI,"Madison, WI",N,Y,N,N
Certified,Non-professional,238110,162,1981,Concrete Finisher,"$36,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,51121,213,2012,Software Engineer (Stories),"$165,000.00","$230,000.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,541714,408,1970,Senior Industrial Engineer ,"$135,000.00",,Year,Business Premises,Santa Ana,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,33441,84,1996,Software QA Engineers     ,"$126,402.00","$175,500.00",Year,Business Premises,Boston,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Professional occupation,31524,72,2009,Market Research Analyst,"$44,803.00",,Year,Business Premises,VERNON,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,485410,500,1920,General Laborer,"$31,200.00",,Year,Business Premises,Madison,WI,"Madison, WI",N,Y,N,N
Certified,Professional occupation,511210,105,1990,Product Software Engineer III,"$119,038.00",,Year,Business Premises,Indianapolis,IN,"Indianapolis-Carmel-Anderson, IN",N,Y,N,N
Certified,Professional occupation,511210,3515,1977,Software Developer,"$92,040.00","$178,000.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,44111,13,2011,Facility Environmental Engineer,"$83,699.00","$90,000.00",Year,Business Premises,Bala Cynwyd,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Non-professional,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,Business Premises,ELGIN,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,236116,80,2005,Business Process Optimization Engineer,"$78,380.00","$78,380.00",Year,Business Premises,Doral,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,51121,1913,2012,Lens Production Manager (5),"$165,000.00","$230,000.00",Year,Business Premises,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,441310,16,2002,Classic Car Restoration Manager,"$78,811.00",,Year,Business Premises,Dania Beach,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
