CASE_STATUS,OCCUPATION_TYPE,EMP_NAICS,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_BLS_AREA,IS_MULTIPLE_LOCATIONS,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Certified,Professional occupation,611110,1947,Elementary Bilingual Teacher,"$65,000.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,Y
Certified,Professional occupation,611110,1947,Elementary Bilingual Teacher,"$65,000.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,Y
Certified,Non-professional,561110,2012,Production worker,"$26,749.00","$26,749.00",Year,Business Premises,Plainfield,IN,"Indianapolis-Carmel-Anderson, IN",N,Y,N,N
Certified,Professional occupation,532490,1971,Live Sound System Technician,"$56,264.00",,Year,Business Premises,Escondido,CA,"San Diego-Carlsbad, CA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,56132,2004,Medical Technologist,"$39,291.00","$39,291.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,56173,2010,GROUNDS MAINTENANCE WORKER,"$25,792.00","$26,792.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,722511,2021,Chef/Trainer,"$53,019.00",,Year,Business Premises,Park City,UT,Eastern Utah nonmetropolitan area,N,Y,N,N
Certified,Non-professional,56173,2010,GROUNDS MAINTENANCE WORKER,"$25,792.00","$25,792.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,54121,1897,"Manager, NBPG (Multiple Positions)","$122,286.00","$187,500.00",Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,56111,1981,Business Intelligence Developer,"$80,000.00","$80,000.00",Year,Business Premises,Roanoke,VA,"Roanoke, VA",N,Y,N,N
Certified,Professional occupation,56132,2004,Medical Technologist,"$39,291.00","$39,291.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,524126,1947,Software Developer,"$54,829.00",,Year,Business Premises,Ridgeland,MS,"Jackson, MS",N,Y,N,N
Certified,Non-professional,621111,1995,Clinical Assistant,"$38,501.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541380,2020,Predictive Maintenance Engineering Specialist,"$60,000.00","$70,000.00",Year,Business Premises,Kalamazoo,MI,"Kalamazoo-Portage, MI",Y,Y,N,N
Certified,Professional occupation,541310,1976,Architectural Designer II *See a.2.,"$105,602.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,56173,2009,Landscape Laborer,"$38,147.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,54121,2014,Accountant,"$87,942.00",,Year,Business Premises,Flushing,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,5412,1897,Senior Associate,"$110,000.00",,Year,Business Premises,McLean,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Certified,Non-professional,56173,2009,Landscape Laborer,"$38,147.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,33632,2012,SENIOR ENGINEERING MANAGER,"$102,000.00",,Year,Business Premises,ATLANTA,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,611110,1947,Elementary Bilingual Teacher,"$65,000.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,Y
Certified,Professional occupation,45111,1986,eCommerce Development Lead,"$143,500.00",,Year,Business Premises,West Jordan,UT,"Salt Lake City, UT",N,Y,N,N
Certified,Professional occupation,54151,2007,Senior Software Engineer,"$129,189.00","$140,000.00",Year,Business Premises,Framingham,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Professional occupation,611110,1947,Elementary Bilingual Teacher,"$65,000.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,Y
Certified,Professional occupation,56132,2004,Medical Technologist,"$39,291.00","$39,291.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,611110,1947,Elementary Bilingual Teacher,"$65,000.00",,Year,Business Premises,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,Y
Certified,Professional occupation,541330,2012,Environmental Scientist,"$61,755.00",,Year,Business Premises,Baton Rouge,LA,"Baton Rouge, LA",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$20,020.00",,Year,Business Premises,Zanesville,OH,Eastern Ohio nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,541511,2001,Technical Sales Engineer,"$179,500.00","$179,500.00",Year,Business Premises,Bethesda,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",N,Y,N,N
Certified,Professional occupation,524113,1895,"Associate Director, Finance Data Design","$167,000.00","$217,000.00",Year,Business Premises,Wellesley Hills,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Non-professional,336111,1952,PRODUCTION ASSOCIATE [MTB-PA-MORPA0002],"$35,880.00",,Year,Business Premises,MORGANTOWN,PA,"Reading, PA",N,Y,N,N
Certified,Non-professional,56173,2009,Landscape Laborer,"$38,147.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Non-professional,722511,2017,Barbecue Cook,"$30,014.00","$30,014.00",Year,Business Premises,Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Denied,Non-professional,115310,1979,Forestry Crew Leader,"$53,643.00","$64,397.00",Year,Business Premises,Millville,GA,"Augusta-Richmond County, GA-SC",Y,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$20,020.00",,Year,Business Premises,Zanesville,OH,Eastern Ohio nonmetropolitan area,N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$21,008.00",,Year,Business Premises,St Clairsville,OH,"Wheeling, WV-OH",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$23,660.00",,Year,Business Premises,Lancaster,OH,"Columbus, OH",N,Y,N,N
Certified,Non-professional,238110,1981,Concrete Finisher,"$36,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,511210,2013,Data Scientist,"$120,000.00","$150,000.00",Year,Business Premises,Boston,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Non-professional,238110,1981,Concrete Finisher,"$36,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,511210,2009,Member of Technical Staff,"$185,000.00","$238,800.00",Year,Business Premises,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,511210,2013,Software Engineer II,"$160,000.00","$190,000.00",Year,Business Premises,Boston,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,College/University Teacher,611310,1888,Assistant Professor,"$65,000.00",,Year,Business Premises,Las Cruces,NM,"Las Cruces, NM",N,Y,N,N
Certified,Professional occupation,541511,1991,Business Systems Analyst,"$140,000.00",,Year,Business Premises,BASKING RIDGE,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$23,660.00",,Year,Business Premises,Lancaster,OH,"Columbus, OH",N,Y,N,N
Certified,Professional occupation,336411,1990,Liaison Engineer,"$85,000.00","$85,000.00",Year,Business Premises,Mobile,AL,"Mobile, AL",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$21,008.00",,Year,Business Premises,St. Clairsville,OH,"Wheeling, WV-OH",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$23,660.00",,Year,Business Premises,Lancaster,OH,"Columbus, OH",N,Y,N,N
Certified,Professional occupation,54133,1933,"Director, Aviation Engineer","$191,214.00",,Year,Business Premises,Atlanta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,5415,2001,Software Engineer,"$100,000.00",,Year,Business Premises,Alpharetta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,325412,2003,"Scientist, Process Chemistry Development","$102,200.00","$197,100.00",Year,Business Premises,Cambridge,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Professional occupation,8131,2013,Church Choir Conductor,"$31,346.00",,Year,Business Premises,Irvine,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541611,2011,Health Education Specialist,"$44,533.00","$55,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,College/University Teacher,61131,1839,Instructor-School of Science and Engineering,"$65,000.00",,Year,Business Premises,Kansas City,MO,"Kansas City, MO-KS",N,Y,N,N
Certified,Professional occupation,541511,1994,SYSTEMS ANALYST,"$85,250.00",,Year,Business Premises,PLAINSBORO,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,33632,1993,RO Business Management Controller,"$133,682.00",,Year,Business Premises,Seymour,IN,Southern Indiana nonmetropolitan area,N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$23,660.00",,Year,Business Premises,Lancaster,OH,"Columbus, OH",N,Y,N,N
Certified,Non-professional,621610,2015,BOOKKEEPER,$22.67,,Hour,Business Premises,PALATINE,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,541330,2007,Operations Analyst,"$79,950.00","$79,950.00",Year,Business Premises,Lake Forest,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,518210,2003,Senior QA Analyst,"$109,408.00","$131,700.00",Year,Business Premises,Elk Grove Village,IL,"Chicago-Naperville-Elgin, IL-IN-WI",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,561320,2000,Data Analyst,"$105,040.00",,Year,Business Premises,Cincinnati,OH,"Cincinnati, OH-KY-IN",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,33632,1993,Project Manager,"$116,953.20",,Year,Business Premises,Auburn Hills,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Professional occupation,541511,1968,Analyst,"$138,590.00","$183,650.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,6116,2009,Sr. Cello Teacher,"$45,677.00",,Year,Business Premises,Frisco,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,511210,2013,Software Engineer II,"$152,000.00","$170,000.00",Year,Business Premises,Boston,MA,"Boston-Cambridge-Nashua, MA-NH",N,Y,N,N
Certified,Professional occupation,541511,1968,Developer,"$157,477.00","$186,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,33632,1993,System Validation Technical Project Manager,"$123,406.00",,Year,Business Premises,Troy,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Non-professional,62399,2003,Caregiver,"$29,640.00",,Year,Business Premises,San Diego,CA,"San Diego-Carlsbad, CA",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$23,660.00",,Year,Business Premises,Lancaster,OH,"Columbus, OH",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$23,660.00",,Year,Business Premises,Lancaster,OH,"Columbus, OH",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$23,660.00",,Year,Business Premises,Lancaster,OH,"Columbus, OH",N,Y,N,N
Certified,Professional occupation,44411,2021,Cybersecurity Staff Engineer,"$150,000.00","$170,000.00",Year,Business Premises,Atlanta,GA,"Atlanta-Sandy Springs-Roswell, GA",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,425120,2003,Senior Software Engineer,"$85,197.00","$90,000.00",Year,Business Premises,Farmingdale,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,2018,SOFTWARE DEVELOPER,"$109,283.00",,Year,Business Premises,EAST BRUNSWICK,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,62111,2010,Hospitalist Physician,$126.00,$168.00,Hour,Business Premises,Bridgeton,MO,"St. Louis, MO-IL",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,54151,2014,Software Engineer,"$117,179.00","$117,179.00",Year,Business Premises,Troy,MI,"Detroit-Warren-Dearborn, MI",N,Y,N,N
Certified,Professional occupation,423940,2015,MARKETING SPECIALIST,"$44,803.00","$44,803.00",Year,Business Premises,IRVINE,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,54151,1939,Very-Large-Scale Integration (VLSI) Engineer,"$173,570.00","$245,500.00",Year,Business Premises,Spring,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$132,683.00","$252,500.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,62111,1981,Psychiatrist,"$240,000.00",,Year,Business Premises,Erie,PA,"Erie, PA",N,Y,N,N
Certified,Non-professional,53131,1999,JUNIOR STAFF ACCOUNTANT,"$42,827.00",,Year,Business Premises,SANTA MONICA,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Non-professional,311811,2004,Baker,"$34,403.00","$34,403.00",Year,Business Premises,OAKLAND PARK,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,611110,2017,BAND DIRECTOR,"$31,346.00","$31,346.00",Year,Business Premises,PANORAMA CITY,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,541511,1968,Developer,"$157,477.00","$186,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,56132,2004,Medical Technologist,"$39,291.00","$39,291.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,1994,SYSTEMS ANALYST,"$85,250.00",,Year,Business Premises,PLAINSBORO,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$20,020.00",,Year,Business Premises,Zanesville,OH,Eastern Ohio nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,54131,1941,Architectural Designer (intermediate),"$76,003.00",,Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1994,SOFTWARE DEVELOPER,"$157,480.00",,Year,Business Premises,PLAINSBORO,NJ,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Business Analyst,"$138,590.00","$179,230.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,722513,1999,Crew Member,"$20,020.00",,Year,Business Premises,Zanesville,OH,Eastern Ohio nonmetropolitan area,N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,56132,2004,Medical Technologist,"$39,291.00","$39,291.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,2020,Senior Backend Engineer,"$183,310.00","$228,330.00",Year,Business Premises,San Francisco,CA,"San Francisco-Oakland-Hayward, CA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,44512,1964,BI Senior Developer,"$149,350.00",,Year,Business Premises,Wawa,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,Y,N,N
Certified,Non-professional,713990,2017,Hunting Guide and Ranch Hand,"$70,000.00",,Year,Business Premises,Hondo,TX,"San Antonio-New Braunfels, TX",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Professional occupation,611710,2012,Marketing Specialist,"$72,925.00",,Year,Business Premises,Syosset,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Professional occupation,54151,1939,Sr. Cloud Developer,"$176,486.00","$286,300.00",Year,Business Premises,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Professional occupation,44512,1964,Senior Software Engineer,"$132,330.00",,Year,Business Premises,Media,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Lead,"$139,693.00","$202,030.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,621999,2018,Center Director,"$123,000.00","$135,000.00",Year,Business Premises,Rosemead,CA,"Los Angeles-Long Beach-Anaheim, CA",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,2005,Quality Assurance Analyst,"$45,531.00","$45,531.00",Year,Business Premises,Miami,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,3361,2006,Lead Durability Test Engineer -AET,"$136,734.72","$136,734.72",Year,Business Premises,Greensboro,NC,"Greensboro-High Point, NC",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,511210,1977,Software Developer,"$132,683.00","$252,500.00",Year,Business Premises,Austin,TX,"Austin-Round Rock, TX",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Developer,"$157,477.00","$186,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,3361,2006,Senior Service and Parts Assortment Engineer,"$102,669.00","$102,669.00",Year,Business Premises,Greensboro,NC,"Greensboro-High Point, NC",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Non-professional,493120,2012,Warehouse Worker,"$29,939.00",,Year,Business Premises,Allentown,PA,"Allentown-Bethlehem-Easton, PA-NJ",N,Y,N,N
Certified,Non-professional,48411,2016,BOOKKEEPER,"$52,686.00",,Year,Business Premises,HOUSTON,TX,"Houston-The Woodlands-Sugar Land, TX",N,Y,N,N
Certified,Professional occupation,54151,2005,Senior Programmer Analyst,"$125,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,56132,2004,Medical Technologist,"$39,291.00","$39,291.00",Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Engineering Lead *[Engineer 5],"$152,381.00","$177,360.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,541511,1968,Technical Architect,"$138,590.00","$230,000.00",Year,Business Premises,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",N,Y,N,N
Certified,Professional occupation,722511,2009,Financial Analyst,"$55,000.00","$70,000.00",Year,Business Premises,West Palm Beach,FL,"Miami-Fort Lauderdale-West Palm Beach, FL",N,Y,N,N
Certified,Professional occupation,541511,2014,Business Analyst,"$111,342.00","$111,342.00",Year,Business Premises,Durham,NC,"Durham-Chapel Hill, NC",Y,Y,N,N
Certified,Professional occupation,54151,2005,Senior Programmer Analyst,"$125,000.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,College/University Teacher,611310,1889,"Assistant Professor, Hospital Medicine","$218,000.00",,Year,Business Premises,Albuquerque,NM,"Albuquerque, NM",N,Y,N,N
Certified,Professional occupation,511210,2009,Member of Technical Staff,"$171,090.00","$238,800.00",Year,Business Premises,San Jose,CA,"San Jose-Sunnyvale-Santa Clara, CA",N,Y,N,N
Certified,Non-professional,722511,2009,CURRY LINE COOK LEVEL 1,"$29,120.00",,Year,Business Premises,MOLINE,IL,"Davenport-Moline-Rock Island, IA-IL",N,Y,N,N
Certified,College/University Teacher,611310,1817,Assistant Professor,"$135,000.00",,Year,Business Premises,Flint,MI,"Flint, MI",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
Certified,Professional occupation,541511,2011,Software Developer III,"$134,992.00",,Year,Business Premises,Plano,TX,"Dallas-Fort Worth-Arlington, TX",N,Y,N,N
Certified,Professional occupation,5613,1997,Medical Technologist,"$56,576.00",,Year,No one specific worksite address or physical location,N/A,,N/A,Y,Y,N,N
